lead_time,cloud_error_pp,ghi_error_wm2
24,5.0,-48.299999999999955
48,85.0,-99.29999999999995
72,18.0,-59.299999999999955
24,0.0,-49.5
48,12.0,-56.5
72,72.0,-83.5
24,-77.0,-41.799999999999955
48,-64.0,-48.799999999999955
72,-66.0,-57.799999999999955
24,-95.0,-24.5
48,-88.0,-30.5
72,-94.0,-28.5
24,-88.0,-11.0
48,-89.0,-14.0
72,-88.0,-13.0
24,5.0,4.799999999999997
48,5.0,2.799999999999997
72,6.0,3.799999999999997
24,4.0,-1.6999999999999993
48,-2.0,-1.6999999999999993
72,-2.0,-1.6999999999999993
24,0.0,-32.69999999999999
48,70.0,-43.69999999999999
72,0.0,-33.69999999999999
24,0.0,-39.0
48,0.0,-41.0
72,0.0,-42.0
24,0.0,-31.5
48,5.0,-32.5
72,0.0,-34.5
24,0.0,-24.299999999999955
48,0.0,-26.299999999999955
72,0.0,-27.299999999999955
24,0.0,-39.5
48,0.0,-41.5
72,63.0,-53.5
24,5.0,-51.200000000000045
48,0.0,-53.200000000000045
72,100.0,-220.20000000000005
24,5.0,-58.700000000000045
48,10.0,-63.700000000000045
72,10.0,-61.700000000000045
24,-100.0,-44.200000000000045
48,-90.0,-52.200000000000045
72,-70.0,-49.200000000000045
24,-44.0,81.19999999999999
48,-32.0,72.19999999999999
72,56.0,3.1999999999999886
24,-11.0,7.800000000000011
48,-4.0,2.8000000000000114
72,89.0,-44.19999999999999
24,22.0,10.5
48,-68.0,17.5
72,-1.0,12.5
24,0.0,-0.20000000000000018
48,0.0,-4.2
72,0.0,-3.2
24,0.0,-14.0
48,0.0,-57.0
72,0.0,-45.0
24,0.0,-51.3
48,0.0,-53.3
72,0.0,-71.3
24,0.0,-22.700000000000003
48,0.0,-36.7
72,0.0,-59.7
24,0.0,31.299999999999997
48,0.0,-30.700000000000003
72,0.0,23.299999999999997
24,0.0,-37.3
48,0.0,-61.3
72,0.0,-47.3
24,0.0,-32.3
48,0.0,-18.299999999999997
72,0.0,-19.299999999999997
24,0.0,-78.8
48,0.0,-71.8
72,0.0,-79.8
24,0.0,-59.8
48,0.0,-74.8
72,0.0,-9.799999999999997
24,0.0,-49.8
48,0.0,-42.8
72,0.0,-64.8
24,0.0,-41.8
48,0.0,-43.8
72,0.0,-46.8
24,0.0,-10.8
48,0.0,-8.8
72,0.0,-10.8
24,0.0,-3.5
48,0.0,-3.5
72,0.0,-3.5
24,0.0,-38.0
48,0.0,-33.0
72,0.0,-38.0
24,0.0,-58.8
48,0.0,-55.8
72,0.0,-46.8
24,0.0,-58.2
48,0.0,-45.2
72,0.0,13.799999999999997
24,0.0,-59.8
48,0.0,-13.799999999999997
72,0.0,-21.799999999999997
24,0.0,-71.5
