lead_time,cloud_cover_fcst,kt_fcst,ghi_fcst,ghi_clear_sky
24,100.0,0.09885690803543515,49.0,495.6659172714162
48,100.0,0.04438473421999129,22.0,495.6659172714162
72,100.0,0.034297294624538725,17.0,495.6659172714162
24,100.0,0.31861029714520733,195.0,612.0329498049095
48,100.0,0.0408474739929753,25.0,612.0329498049095
72,100.0,0.05228476671100838,32.0,612.0329498049095
24,100.0,0.14405012426447442,96.0,666.4346906341092
48,100.0,0.16055586766977878,107.0,666.4346906341092
72,100.0,0.06002088511019768,40.0,666.4346906341092
24,100.0,0.07485382388035389,49.0,654.6091763905267
48,100.0,0.0565222751749611,37.0,654.6091763905267
72,100.0,0.06721567858644023,44.0,654.6091763905267
24,100.0,0.06926778138631388,40.0,577.4690512594259
48,100.0,0.04329236336644618,25.0,577.4690512594259
72,100.0,0.10909675568344437,63.0,577.4690512594259
24,100.0,0.03173331277453192,14.0,441.1767564096216
48,100.0,0.04306663876543617,19.0,441.1767564096216
72,100.0,0.08613327753087234,38.0,441.1767564096216
24,100.0,0.050327505407222604,13.0,258.30805430968854
48,100.0,0.05419885197700896,14.0,258.30805430968854
72,100.0,0.06968423825615437,18.0,258.30805430968854
24,100.0,0.08319325718172224,5.0,60.10102464287829
48,100.0,0.13310921149075558,8.0,60.10102464287829
72,100.0,0.13310921149075558,8.0,60.10102464287829
24,100.0,0.015367216766860304,2.0,130.1471847727845
48,100.0,0.030734433533720608,4.0,130.1471847727845
72,100.0,0.023050825150290458,3.0,130.1471847727845
24,100.0,0.033290167166408584,11.0,330.42789917557224
48,100.0,0.0211846518331691,7.0,330.42789917557224
72,100.0,0.02723740949978884,9.0,330.42789917557224
24,100.0,0.03205423759659449,16.0,499.1539715079629
48,100.0,0.022037288347658713,11.0,499.1539715079629
72,100.0,0.03806440714595596,19.0,499.1539715079629
24,100.0,0.05521220540908484,34.0,615.8058666210334
48,100.0,0.014614995549463636,9.0,615.8058666210334
72,100.0,0.035725544676466665,22.0,615.8058666210334
